path,classname
project_folder/audio_speech_actors_01-24\Actor_06\03-01-03-01-02-02-06.wav,happy
project_folder/audio_speech_actors_01-24\Actor_06\03-01-03-02-01-01-06.wav,happy
project_folder/audio_speech_actors_01-24\Actor_06\03-01-03-02-01-02-06.wav,happy
project_folder/audio_speech_actors_01-24\Actor_06\03-01-03-02-02-01-06.wav,happy
project_folder/audio_speech_actors_01-24\Actor_06\03-01-03-02-02-02-06.wav,happy
project_folder/audio_speech_actors_01-24\Actor_06\03-01-04-01-01-01-06.wav,sad
project_folder/audio_speech_actors_01-24\Actor_06\03-01-04-01-01-02-06.wav,sad
project_folder/audio_speech_actors_01-24\Actor_06\03-01-04-01-02-01-06.wav,sad
project_folder/audio_speech_actors_01-24\Actor_06\03-01-04-01-02-02-06.wav,sad
project_folder/audio_speech_actors_01-24\Actor_06\03-01-04-02-01-01-06.wav,sad
project_folder/audio_speech_actors_01-24\Actor_06\03-01-04-02-01-02-06.wav,sad
project_folder/audio_speech_actors_01-24\Actor_06\03-01-04-02-02-01-06.wav,sad
project_folder/audio_speech_actors_01-24\Actor_06\03-01-04-02-02-02-06.wav,sad
project_folder/audio_speech_actors_01-24\Actor_06\03-01-05-01-01-01-06.wav,angry
project_folder/audio_speech_actors_01-24\Actor_06\03-01-05-01-01-02-06.wav,angry
project_folder/audio_speech_actors_01-24\Actor_06\03-01-05-01-02-01-06.wav,angry
project_folder/audio_speech_actors_01-24\Actor_06\03-01-05-01-02-02-06.wav,angry
project_folder/audio_speech_actors_01-24\Actor_06\03-01-05-02-01-01-06.wav,angry
project_folder/audio_speech_actors_01-24\Actor_06\03-01-05-02-01-02-06.wav,angry
project_folder/audio_speech_actors_01-24\Actor_06\03-01-05-02-02-01-06.wav,angry
project_folder/audio_speech_actors_01-24\Actor_06\03-01-05-02-02-02-06.wav,angry
project_folder/audio_speech_actors_01-24\Actor_06\03-01-06-01-01-01-06.wav,fear
project_folder/audio_speech_actors_01-24\Actor_06\03-01-06-01-01-02-06.wav,fear
project_folder/audio_speech_actors_01-24\Actor_06\03-01-06-01-02-01-06.wav,fear
project_folder/audio_speech_actors_01-24\Actor_06\03-01-06-01-02-02-06.wav,fear
project_folder/audio_speech_actors_01-24\Actor_06\03-01-06-02-01-01-06.wav,fear
project_folder/audio_speech_actors_01-24\Actor_06\03-01-06-02-01-02-06.wav,fear
project_folder/audio_speech_actors_01-24\Actor_06\03-01-06-02-02-01-06.wav,fear
project_folder/audio_speech_actors_01-24\Actor_06\03-01-06-02-02-02-06.wav,fear
project_folder/audio_speech_actors_01-24\Actor_06\03-01-07-01-01-01-06.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_06\03-01-07-01-01-02-06.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_06\03-01-07-01-02-01-06.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_06\03-01-07-01-02-02-06.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_06\03-01-07-02-01-01-06.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_06\03-01-07-02-01-02-06.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_06\03-01-07-02-02-01-06.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_06\03-01-07-02-02-02-06.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_06\03-01-08-01-01-01-06.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_06\03-01-08-01-01-02-06.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_06\03-01-08-01-02-01-06.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_06\03-01-08-01-02-02-06.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_06\03-01-08-02-01-01-06.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_06\03-01-08-02-01-02-06.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_06\03-01-08-02-02-01-06.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_06\03-01-08-02-02-02-06.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_07\03-01-01-01-01-01-07.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_07\03-01-01-01-01-02-07.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_07\03-01-01-01-02-01-07.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_07\03-01-01-01-02-02-07.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_07\03-01-02-01-01-01-07.wav,calm
project_folder/audio_speech_actors_01-24\Actor_07\03-01-02-01-01-02-07.wav,calm
project_folder/audio_speech_actors_01-24\Actor_07\03-01-02-01-02-01-07.wav,calm
project_folder/audio_speech_actors_01-24\Actor_07\03-01-02-01-02-02-07.wav,calm
project_folder/audio_speech_actors_01-24\Actor_07\03-01-02-02-01-01-07.wav,calm
project_folder/audio_speech_actors_01-24\Actor_07\03-01-02-02-01-02-07.wav,calm
project_folder/audio_speech_actors_01-24\Actor_07\03-01-02-02-02-01-07.wav,calm
project_folder/audio_speech_actors_01-24\Actor_07\03-01-02-02-02-02-07.wav,calm
project_folder/audio_speech_actors_01-24\Actor_07\03-01-03-01-01-01-07.wav,happy
project_folder/audio_speech_actors_01-24\Actor_07\03-01-03-01-01-02-07.wav,happy
project_folder/audio_speech_actors_01-24\Actor_07\03-01-03-01-02-01-07.wav,happy
project_folder/audio_speech_actors_01-24\Actor_07\03-01-03-01-02-02-07.wav,happy
project_folder/audio_speech_actors_01-24\Actor_07\03-01-03-02-01-01-07.wav,happy
project_folder/audio_speech_actors_01-24\Actor_07\03-01-03-02-01-02-07.wav,happy
project_folder/audio_speech_actors_01-24\Actor_07\03-01-03-02-02-01-07.wav,happy
project_folder/audio_speech_actors_01-24\Actor_07\03-01-03-02-02-02-07.wav,happy
project_folder/audio_speech_actors_01-24\Actor_07\03-01-04-01-01-01-07.wav,sad
project_folder/audio_speech_actors_01-24\Actor_07\03-01-04-01-01-02-07.wav,sad
project_folder/audio_speech_actors_01-24\Actor_07\03-01-04-01-02-01-07.wav,sad
project_folder/audio_speech_actors_01-24\Actor_07\03-01-04-01-02-02-07.wav,sad
project_folder/audio_speech_actors_01-24\Actor_07\03-01-04-02-01-01-07.wav,sad
project_folder/audio_speech_actors_01-24\Actor_07\03-01-04-02-01-02-07.wav,sad
project_folder/audio_speech_actors_01-24\Actor_07\03-01-04-02-02-01-07.wav,sad
project_folder/audio_speech_actors_01-24\Actor_07\03-01-04-02-02-02-07.wav,sad
project_folder/audio_speech_actors_01-24\Actor_07\03-01-05-01-01-01-07.wav,angry
project_folder/audio_speech_actors_01-24\Actor_07\03-01-05-01-01-02-07.wav,angry
project_folder/audio_speech_actors_01-24\Actor_07\03-01-05-01-02-01-07.wav,angry
project_folder/audio_speech_actors_01-24\Actor_07\03-01-05-01-02-02-07.wav,angry
project_folder/audio_speech_actors_01-24\Actor_07\03-01-05-02-01-01-07.wav,angry
project_folder/audio_speech_actors_01-24\Actor_07\03-01-05-02-01-02-07.wav,angry
project_folder/audio_speech_actors_01-24\Actor_07\03-01-05-02-02-01-07.wav,angry
project_folder/audio_speech_actors_01-24\Actor_07\03-01-05-02-02-02-07.wav,angry
project_folder/audio_speech_actors_01-24\Actor_07\03-01-06-01-01-01-07.wav,fear
project_folder/audio_speech_actors_01-24\Actor_07\03-01-06-01-01-02-07.wav,fear
project_folder/audio_speech_actors_01-24\Actor_07\03-01-06-01-02-01-07.wav,fear
project_folder/audio_speech_actors_01-24\Actor_07\03-01-06-01-02-02-07.wav,fear
project_folder/audio_speech_actors_01-24\Actor_07\03-01-06-02-01-01-07.wav,fear
project_folder/audio_speech_actors_01-24\Actor_07\03-01-06-02-01-02-07.wav,fear
project_folder/audio_speech_actors_01-24\Actor_07\03-01-06-02-02-01-07.wav,fear
project_folder/audio_speech_actors_01-24\Actor_07\03-01-06-02-02-02-07.wav,fear
project_folder/audio_speech_actors_01-24\Actor_07\03-01-07-01-01-01-07.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_07\03-01-07-01-01-02-07.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_07\03-01-07-01-02-01-07.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_07\03-01-07-01-02-02-07.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_07\03-01-07-02-01-01-07.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_07\03-01-07-02-01-02-07.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_07\03-01-07-02-02-01-07.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_07\03-01-07-02-02-02-07.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_07\03-01-08-01-01-01-07.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_07\03-01-08-01-01-02-07.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_07\03-01-08-01-02-01-07.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_07\03-01-08-01-02-02-07.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_07\03-01-08-02-01-01-07.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_07\03-01-08-02-01-02-07.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_07\03-01-08-02-02-01-07.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_07\03-01-08-02-02-02-07.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_08\03-01-01-01-01-01-08.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_08\03-01-01-01-01-02-08.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_08\03-01-01-01-02-01-08.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_08\03-01-01-01-02-02-08.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_08\03-01-02-01-01-01-08.wav,calm
project_folder/audio_speech_actors_01-24\Actor_08\03-01-02-01-01-02-08.wav,calm
project_folder/audio_speech_actors_01-24\Actor_08\03-01-02-01-02-01-08.wav,calm
project_folder/audio_speech_actors_01-24\Actor_08\03-01-02-01-02-02-08.wav,calm
project_folder/audio_speech_actors_01-24\Actor_08\03-01-02-02-01-01-08.wav,calm
project_folder/audio_speech_actors_01-24\Actor_08\03-01-02-02-01-02-08.wav,calm
project_folder/audio_speech_actors_01-24\Actor_08\03-01-02-02-02-01-08.wav,calm
project_folder/audio_speech_actors_01-24\Actor_08\03-01-02-02-02-02-08.wav,calm
project_folder/audio_speech_actors_01-24\Actor_08\03-01-03-01-01-01-08.wav,happy
project_folder/audio_speech_actors_01-24\Actor_08\03-01-03-01-01-02-08.wav,happy
project_folder/audio_speech_actors_01-24\Actor_08\03-01-03-01-02-01-08.wav,happy
project_folder/audio_speech_actors_01-24\Actor_08\03-01-03-01-02-02-08.wav,happy
project_folder/audio_speech_actors_01-24\Actor_08\03-01-03-02-01-01-08.wav,happy
project_folder/audio_speech_actors_01-24\Actor_08\03-01-03-02-01-02-08.wav,happy
project_folder/audio_speech_actors_01-24\Actor_08\03-01-03-02-02-01-08.wav,happy
project_folder/audio_speech_actors_01-24\Actor_08\03-01-03-02-02-02-08.wav,happy
project_folder/audio_speech_actors_01-24\Actor_08\03-01-04-01-01-01-08.wav,sad
project_folder/audio_speech_actors_01-24\Actor_08\03-01-04-01-01-02-08.wav,sad
project_folder/audio_speech_actors_01-24\Actor_08\03-01-04-01-02-01-08.wav,sad
project_folder/audio_speech_actors_01-24\Actor_08\03-01-04-01-02-02-08.wav,sad
project_folder/audio_speech_actors_01-24\Actor_08\03-01-04-02-01-01-08.wav,sad
project_folder/audio_speech_actors_01-24\Actor_08\03-01-04-02-01-02-08.wav,sad
project_folder/audio_speech_actors_01-24\Actor_08\03-01-04-02-02-01-08.wav,sad
project_folder/audio_speech_actors_01-24\Actor_08\03-01-04-02-02-02-08.wav,sad
project_folder/audio_speech_actors_01-24\Actor_08\03-01-05-01-01-01-08.wav,angry
project_folder/audio_speech_actors_01-24\Actor_08\03-01-05-01-01-02-08.wav,angry
project_folder/audio_speech_actors_01-24\Actor_08\03-01-05-01-02-01-08.wav,angry
project_folder/audio_speech_actors_01-24\Actor_08\03-01-05-01-02-02-08.wav,angry
project_folder/audio_speech_actors_01-24\Actor_08\03-01-05-02-01-01-08.wav,angry
project_folder/audio_speech_actors_01-24\Actor_08\03-01-05-02-01-02-08.wav,angry
project_folder/audio_speech_actors_01-24\Actor_08\03-01-05-02-02-01-08.wav,angry
project_folder/audio_speech_actors_01-24\Actor_08\03-01-05-02-02-02-08.wav,angry
project_folder/audio_speech_actors_01-24\Actor_08\03-01-06-01-01-01-08.wav,fear
project_folder/audio_speech_actors_01-24\Actor_08\03-01-06-01-01-02-08.wav,fear
project_folder/audio_speech_actors_01-24\Actor_08\03-01-06-01-02-01-08.wav,fear
project_folder/audio_speech_actors_01-24\Actor_08\03-01-06-01-02-02-08.wav,fear
project_folder/audio_speech_actors_01-24\Actor_08\03-01-06-02-01-01-08.wav,fear
project_folder/audio_speech_actors_01-24\Actor_08\03-01-06-02-01-02-08.wav,fear
project_folder/audio_speech_actors_01-24\Actor_08\03-01-06-02-02-01-08.wav,fear
project_folder/audio_speech_actors_01-24\Actor_08\03-01-06-02-02-02-08.wav,fear
project_folder/audio_speech_actors_01-24\Actor_08\03-01-07-01-01-01-08.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_08\03-01-07-01-01-02-08.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_08\03-01-07-01-02-01-08.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_08\03-01-07-01-02-02-08.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_08\03-01-07-02-01-01-08.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_08\03-01-07-02-01-02-08.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_08\03-01-07-02-02-01-08.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_08\03-01-07-02-02-02-08.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_08\03-01-08-01-01-01-08.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_08\03-01-08-01-01-02-08.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_08\03-01-08-01-02-01-08.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_08\03-01-08-01-02-02-08.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_08\03-01-08-02-01-01-08.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_08\03-01-08-02-01-02-08.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_08\03-01-08-02-02-01-08.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_08\03-01-08-02-02-02-08.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_09\03-01-01-01-01-01-09.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_09\03-01-01-01-01-02-09.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_09\03-01-01-01-02-01-09.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_09\03-01-01-01-02-02-09.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_09\03-01-02-01-01-01-09.wav,calm
project_folder/audio_speech_actors_01-24\Actor_09\03-01-02-01-01-02-09.wav,calm
project_folder/audio_speech_actors_01-24\Actor_09\03-01-02-01-02-01-09.wav,calm
project_folder/audio_speech_actors_01-24\Actor_09\03-01-02-01-02-02-09.wav,calm
project_folder/audio_speech_actors_01-24\Actor_09\03-01-02-02-01-01-09.wav,calm
project_folder/audio_speech_actors_01-24\Actor_09\03-01-02-02-01-02-09.wav,calm
project_folder/audio_speech_actors_01-24\Actor_09\03-01-02-02-02-01-09.wav,calm
project_folder/audio_speech_actors_01-24\Actor_09\03-01-02-02-02-02-09.wav,calm
project_folder/audio_speech_actors_01-24\Actor_09\03-01-03-01-01-01-09.wav,happy
project_folder/audio_speech_actors_01-24\Actor_09\03-01-03-01-01-02-09.wav,happy
project_folder/audio_speech_actors_01-24\Actor_09\03-01-03-01-02-01-09.wav,happy
project_folder/audio_speech_actors_01-24\Actor_09\03-01-03-01-02-02-09.wav,happy
project_folder/audio_speech_actors_01-24\Actor_09\03-01-03-02-01-01-09.wav,happy
project_folder/audio_speech_actors_01-24\Actor_09\03-01-03-02-01-02-09.wav,happy
project_folder/audio_speech_actors_01-24\Actor_09\03-01-03-02-02-01-09.wav,happy
project_folder/audio_speech_actors_01-24\Actor_09\03-01-03-02-02-02-09.wav,happy
project_folder/audio_speech_actors_01-24\Actor_09\03-01-04-01-01-01-09.wav,sad
project_folder/audio_speech_actors_01-24\Actor_09\03-01-04-01-01-02-09.wav,sad
project_folder/audio_speech_actors_01-24\Actor_09\03-01-04-01-02-01-09.wav,sad
project_folder/audio_speech_actors_01-24\Actor_09\03-01-04-01-02-02-09.wav,sad
project_folder/audio_speech_actors_01-24\Actor_09\03-01-04-02-01-01-09.wav,sad
project_folder/audio_speech_actors_01-24\Actor_09\03-01-04-02-01-02-09.wav,sad
project_folder/audio_speech_actors_01-24\Actor_09\03-01-04-02-02-01-09.wav,sad
project_folder/audio_speech_actors_01-24\Actor_09\03-01-04-02-02-02-09.wav,sad
project_folder/audio_speech_actors_01-24\Actor_09\03-01-05-01-01-01-09.wav,angry
project_folder/audio_speech_actors_01-24\Actor_09\03-01-05-01-01-02-09.wav,angry
project_folder/audio_speech_actors_01-24\Actor_09\03-01-05-01-02-01-09.wav,angry
project_folder/audio_speech_actors_01-24\Actor_09\03-01-05-01-02-02-09.wav,angry
project_folder/audio_speech_actors_01-24\Actor_09\03-01-05-02-01-01-09.wav,angry
project_folder/audio_speech_actors_01-24\Actor_09\03-01-05-02-01-02-09.wav,angry
project_folder/audio_speech_actors_01-24\Actor_09\03-01-05-02-02-01-09.wav,angry
project_folder/audio_speech_actors_01-24\Actor_09\03-01-05-02-02-02-09.wav,angry
project_folder/audio_speech_actors_01-24\Actor_09\03-01-06-01-01-01-09.wav,fear
project_folder/audio_speech_actors_01-24\Actor_09\03-01-06-01-01-02-09.wav,fear
project_folder/audio_speech_actors_01-24\Actor_09\03-01-06-01-02-01-09.wav,fear
project_folder/audio_speech_actors_01-24\Actor_09\03-01-06-01-02-02-09.wav,fear
project_folder/audio_speech_actors_01-24\Actor_09\03-01-06-02-01-01-09.wav,fear
project_folder/audio_speech_actors_01-24\Actor_09\03-01-06-02-01-02-09.wav,fear
project_folder/audio_speech_actors_01-24\Actor_09\03-01-06-02-02-01-09.wav,fear
project_folder/audio_speech_actors_01-24\Actor_09\03-01-06-02-02-02-09.wav,fear
project_folder/audio_speech_actors_01-24\Actor_09\03-01-07-01-01-01-09.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_09\03-01-07-01-01-02-09.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_09\03-01-07-01-02-01-09.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_09\03-01-07-01-02-02-09.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_09\03-01-07-02-01-01-09.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_09\03-01-07-02-01-02-09.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_09\03-01-07-02-02-01-09.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_09\03-01-07-02-02-02-09.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_09\03-01-08-01-01-01-09.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_09\03-01-08-01-01-02-09.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_09\03-01-08-01-02-01-09.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_09\03-01-08-01-02-02-09.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_09\03-01-08-02-01-01-09.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_09\03-01-08-02-01-02-09.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_09\03-01-08-02-02-01-09.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_09\03-01-08-02-02-02-09.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_10\03-01-01-01-01-01-10.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_10\03-01-01-01-01-02-10.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_10\03-01-01-01-02-01-10.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_10\03-01-01-01-02-02-10.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_10\03-01-02-01-01-01-10.wav,calm
project_folder/audio_speech_actors_01-24\Actor_10\03-01-02-01-01-02-10.wav,calm
project_folder/audio_speech_actors_01-24\Actor_10\03-01-02-01-02-01-10.wav,calm
project_folder/audio_speech_actors_01-24\Actor_10\03-01-02-01-02-02-10.wav,calm
project_folder/audio_speech_actors_01-24\Actor_10\03-01-02-02-01-01-10.wav,calm
project_folder/audio_speech_actors_01-24\Actor_10\03-01-02-02-01-02-10.wav,calm
project_folder/audio_speech_actors_01-24\Actor_10\03-01-02-02-02-01-10.wav,calm
project_folder/audio_speech_actors_01-24\Actor_10\03-01-02-02-02-02-10.wav,calm
project_folder/audio_speech_actors_01-24\Actor_10\03-01-03-01-01-01-10.wav,happy
project_folder/audio_speech_actors_01-24\Actor_10\03-01-03-01-01-02-10.wav,happy
project_folder/audio_speech_actors_01-24\Actor_10\03-01-03-01-02-01-10.wav,happy
project_folder/audio_speech_actors_01-24\Actor_10\03-01-03-01-02-02-10.wav,happy
project_folder/audio_speech_actors_01-24\Actor_10\03-01-03-02-01-01-10.wav,happy
project_folder/audio_speech_actors_01-24\Actor_10\03-01-03-02-01-02-10.wav,happy
project_folder/audio_speech_actors_01-24\Actor_10\03-01-03-02-02-01-10.wav,happy
project_folder/audio_speech_actors_01-24\Actor_10\03-01-03-02-02-02-10.wav,happy
project_folder/audio_speech_actors_01-24\Actor_10\03-01-04-01-01-01-10.wav,sad
project_folder/audio_speech_actors_01-24\Actor_10\03-01-04-01-01-02-10.wav,sad
project_folder/audio_speech_actors_01-24\Actor_10\03-01-04-01-02-01-10.wav,sad
project_folder/audio_speech_actors_01-24\Actor_10\03-01-04-01-02-02-10.wav,sad
project_folder/audio_speech_actors_01-24\Actor_10\03-01-04-02-01-01-10.wav,sad
project_folder/audio_speech_actors_01-24\Actor_10\03-01-04-02-01-02-10.wav,sad
project_folder/audio_speech_actors_01-24\Actor_10\03-01-04-02-02-01-10.wav,sad
project_folder/audio_speech_actors_01-24\Actor_10\03-01-04-02-02-02-10.wav,sad
project_folder/audio_speech_actors_01-24\Actor_10\03-01-05-01-01-01-10.wav,angry
project_folder/audio_speech_actors_01-24\Actor_10\03-01-05-01-01-02-10.wav,angry
project_folder/audio_speech_actors_01-24\Actor_10\03-01-05-01-02-01-10.wav,angry
project_folder/audio_speech_actors_01-24\Actor_10\03-01-05-01-02-02-10.wav,angry
project_folder/audio_speech_actors_01-24\Actor_10\03-01-05-02-01-01-10.wav,angry
project_folder/audio_speech_actors_01-24\Actor_10\03-01-05-02-01-02-10.wav,angry
project_folder/audio_speech_actors_01-24\Actor_10\03-01-05-02-02-01-10.wav,angry
project_folder/audio_speech_actors_01-24\Actor_10\03-01-05-02-02-02-10.wav,angry
project_folder/audio_speech_actors_01-24\Actor_10\03-01-06-01-01-01-10.wav,fear
project_folder/audio_speech_actors_01-24\Actor_10\03-01-06-01-01-02-10.wav,fear
project_folder/audio_speech_actors_01-24\Actor_10\03-01-06-01-02-01-10.wav,fear
project_folder/audio_speech_actors_01-24\Actor_10\03-01-06-01-02-02-10.wav,fear
project_folder/audio_speech_actors_01-24\Actor_10\03-01-06-02-01-01-10.wav,fear
project_folder/audio_speech_actors_01-24\Actor_10\03-01-06-02-01-02-10.wav,fear
project_folder/audio_speech_actors_01-24\Actor_10\03-01-06-02-02-01-10.wav,fear
project_folder/audio_speech_actors_01-24\Actor_10\03-01-06-02-02-02-10.wav,fear
project_folder/audio_speech_actors_01-24\Actor_10\03-01-07-01-01-01-10.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_10\03-01-07-01-01-02-10.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_10\03-01-07-01-02-01-10.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_10\03-01-07-01-02-02-10.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_10\03-01-07-02-01-01-10.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_10\03-01-07-02-01-02-10.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_10\03-01-07-02-02-01-10.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_10\03-01-07-02-02-02-10.wav,disgust
project_folder/audio_speech_actors_01-24\Actor_10\03-01-08-01-01-01-10.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_10\03-01-08-01-01-02-10.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_10\03-01-08-01-02-01-10.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_10\03-01-08-01-02-02-10.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_10\03-01-08-02-01-01-10.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_10\03-01-08-02-01-02-10.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_10\03-01-08-02-02-01-10.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_10\03-01-08-02-02-02-10.wav,surprise
project_folder/audio_speech_actors_01-24\Actor_11\03-01-01-01-01-01-11.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_11\03-01-01-01-01-02-11.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_11\03-01-01-01-02-01-11.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_11\03-01-01-01-02-02-11.wav,neutral
project_folder/audio_speech_actors_01-24\Actor_11\03-01-02-01-01-01-11.wav,calm
project_folder/audio_speech_actors_01-24\Actor_11\03-01-02-01-01-02-11.wav,calm
project_folder/audio_speech_actors_01-24\Actor_11\03-01-02-01-02-01-11.wav,calm
project_folder/audio_speech_actors_01-24\Actor_11\03-01-02-01-02-02-11.wav,calm
project_folder/audio_speech_actors_01-24\Actor_11\03-01-02-02-01-01-11.wav,calm
project_folder/audio_speech_actors_01-24\Actor_11\03-01-02-02-01-02-11.wav,calm
project_folder/audio_speech_actors_01-24\Actor_11\03-01-02-02-02-01-11.wav,calm
project_folder/audio_speech_actors_01-24\Actor_11\03-01-02-02-02-02-11.wav,calm
project_folder/audio_speech_actors_01-24\Actor_11\03-01-03-01-01-01-11.wav,happy
project_folder/audio_speech_actors_01-24\Actor_11\03-01-03-01-01-02-11.wav,happy
project_folder/audio_speech_actors_01-24\Actor_11\03-01-03-01-02-01-11.wav,happy
project_folder/audio_speech_actors_01-24\Actor_11\03-01-03-01-02-02-11.wav,happy
project_folder/audio_speech_actors_01-24\Actor_11\03-01-03-02-01-01-11.wav,happy
project_folder/audio_speech_actors_01-24\Actor_11\03-01-03-02-01-02-11.wav,happy
project_folder/audio_speech_actors_01-24\Actor_11\03-01-03-02-02-01-11.wav,happy
project_folder/audio_speech_actors_01-24\Actor_11\03-01-03-02-02-02-11.wav,happy
project_folder/audio_speech_actors_01-24\Actor_11\03-01-04-01-01-01-11.wav,sad
project_folder/audio_speech_actors_01-24\Actor_11\03-01-04-01-01-02-11.wav,sad
project_folder/audio_speech_actors_01-24\Actor_11\03-01-04-01-02-01-11.wav,sad
project_folder/audio_speech_actors_01-24\Actor_11\03-01-04-01-02-02-11.wav,sad
project_folder/audio_speech_actors_01-24\Actor_11\03-01-04-02-01-01-11.wav,sad
project_folder/audio_speech_actors_01-24\Actor_11\03-01-04-02-01-02-11.wav,sad
project_folder/audio_speech_actors_01-24\Actor_11\03-01-04-02-02-01-11.wav,sad
project_folder/audio_speech_actors_01-24\Actor_11\03-01-04-02-02-02-11.wav,sad
project_folder/audio_speech_actors_01-24\Actor_11\03-01-05-01-01-01-11.wav,angry
project_folder/audio_speech_actors_01-24\Actor_11\03-01-05-01-01-02-11.wav,angry
